date,trips,crashdate,hour,num_crashes,year,month,day,day_of_week,quarter
2024-05-19,24700,2024-05-19 00:00:00,16,1.0,2024,5,19,Sunday,2
2024-05-19,24700,2024-05-19 00:00:00,21,1.0,2024,5,19,Sunday,2
2024-05-20,15100,0,0,0.0,2024,5,20,Monday,2
2024-05-21,13200,2024-05-21 00:00:00,08,1.0,2024,5,21,Tuesday,2
2024-05-21,13200,2024-05-21 00:00:00,17,1.0,2024,5,21,Tuesday,2
2024-05-22,17300,2024-05-22 00:00:00,08,1.0,2024,5,22,Wednesday,2
2024-05-23,18000,2024-05-23 00:00:00,16,1.0,2024,5,23,Thursday,2
2024-05-24,21400,0,0,0.0,2024,5,24,Friday,2
2024-05-25,23000,2024-05-25 00:00:00,00,1.0,2024,5,25,Saturday,2
2024-05-25,23000,2024-05-25 00:00:00,21,1.0,2024,5,25,Saturday,2
2024-05-26,23400,2024-05-26 00:00:00,12,1.0,2024,5,26,Sunday,2
2024-05-27,18500,0,0,0.0,2024,5,27,Monday,2
2024-05-28,16900,2024-05-28 00:00:00,14,1.0,2024,5,28,Tuesday,2
2024-05-28,16900,2024-05-28 00:00:00,15,1.0,2024,5,28,Tuesday,2
2024-05-29,18300,2024-05-29 00:00:00,10,1.0,2024,5,29,Wednesday,2
2024-05-30,18800,0,0,0.0,2024,5,30,Thursday,2
2024-05-31,22500,0,0,0.0,2024,5,31,Friday,2
2024-06-01,27500,0,0,0.0,2024,6,1,Saturday,2
2024-06-02,21100,0,0,0.0,2024,6,2,Sunday,2
2024-06-03,18300,0,0,0.0,2024,6,3,Monday,2
2024-06-04,19600,0,0,0.0,2024,6,4,Tuesday,2
2024-06-05,22700,0,0,0.0,2024,6,5,Wednesday,2
2024-06-06,20500,2024-06-06 00:00:00,15,1.0,2024,6,6,Thursday,2
2024-06-06,20500,2024-06-06 00:00:00,17,1.0,2024,6,6,Thursday,2
2024-06-06,20500,2024-06-06 00:00:00,20,1.0,2024,6,6,Thursday,2
2024-06-07,23600,0,0,0.0,2024,6,7,Friday,2
2024-06-08,24700,0,0,0.0,2024,6,8,Saturday,2
2024-06-09,19000,2024-06-09 00:00:00,01,1.0,2024,6,9,Sunday,2
2024-06-10,16600,0,0,0.0,2024,6,10,Monday,2
2024-06-11,18000,0,0,0.0,2024,6,11,Tuesday,2
2024-06-12,19000,0,0,0.0,2024,6,12,Wednesday,2
2024-06-13,20400,2024-06-13 00:00:00,21,1.0,2024,6,13,Thursday,2
2024-06-14,29200,0,0,0.0,2024,6,14,Friday,2
2024-06-15,36000,2024-06-15 00:00:00,23,1.0,2024,6,15,Saturday,2
2024-06-16,26300,0,0,0.0,2024,6,16,Sunday,2
2024-06-17,21200,2024-06-17 00:00:00,18,1.0,2024,6,17,Monday,2
2024-06-18,21400,0,0,0.0,2024,6,18,Tuesday,2
2024-06-19,20300,2024-06-19 00:00:00,19,1.0,2024,6,19,Wednesday,2
2024-06-20,23200,2024-06-20 00:00:00,16,1.0,2024,6,20,Thursday,2
2024-06-20,23200,2024-06-20 00:00:00,18,1.0,2024,6,20,Thursday,2
2024-06-21,26000,2024-06-21 00:00:00,13,1.0,2024,6,21,Friday,2
2024-06-21,26000,2024-06-21 00:00:00,17,1.0,2024,6,21,Friday,2
2024-06-21,26000,2024-06-21 00:00:00,18,1.0,2024,6,21,Friday,2
2024-06-22,32300,2024-06-22 00:00:00,01,1.0,2024,6,22,Saturday,2
2024-06-23,29000,2024-06-23 00:00:00,16,1.0,2024,6,23,Sunday,2
2024-06-24,17300,2024-06-24 00:00:00,09,1.0,2024,6,24,Monday,2
2024-06-25,20600,2024-06-25 00:00:00,08,1.0,2024,6,25,Tuesday,2
2024-06-26,19500,2024-06-26 00:00:00,17,1.0,2024,6,26,Wednesday,2
2024-06-27,22900,0,0,0.0,2024,6,27,Thursday,2
2024-06-28,29400,2024-06-28 00:00:00,00,1.0,2024,6,28,Friday,2
2024-06-28,29400,2024-06-28 00:00:00,11,1.0,2024,6,28,Friday,2
2024-06-28,29400,2024-06-28 00:00:00,15,1.0,2024,6,28,Friday,2
2024-06-29,25500,0,0,0.0,2024,6,29,Saturday,2
2024-06-30,21600,2024-06-30 00:00:00,02,1.0,2024,6,30,Sunday,2
2024-06-30,21600,2024-06-30 00:00:00,13,1.0,2024,6,30,Sunday,2
2024-07-01,20700,0,0,0.0,2024,7,1,Monday,3
2024-07-02,20100,0,0,0.0,2024,7,2,Tuesday,3
2024-07-03,20000,0,0,0.0,2024,7,3,Wednesday,3
2024-07-04,27600,2024-07-04 00:00:00,17,1.0,2024,7,4,Thursday,3
2024-07-05,25900,0,0,0.0,2024,7,5,Friday,3
2024-07-06,26900,2024-07-06 00:00:00,00,1.0,2024,7,6,Saturday,3
2024-07-07,20400,2024-07-07 00:00:00,18,1.0,2024,7,7,Sunday,3
2024-07-08,17500,2024-07-08 00:00:00,17,1.0,2024,7,8,Monday,3
2024-07-09,18300,2024-07-09 00:00:00,13,1.0,2024,7,9,Tuesday,3
2024-07-10,19300,0,0,0.0,2024,7,10,Wednesday,3
2024-07-11,20700,0,0,0.0,2024,7,11,Thursday,3
2024-07-12,24500,2024-07-12 00:00:00,23,1.0,2024,7,12,Friday,3
2024-07-13,23800,2024-07-13 00:00:00,03,1.0,2024,7,13,Saturday,3
2024-07-13,23800,2024-07-13 00:00:00,13,1.0,2024,7,13,Saturday,3
2024-07-14,21500,0,0,0.0,2024,7,14,Sunday,3
2024-07-15,17300,0,0,0.0,2024,7,15,Monday,3
2024-07-16,18700,0,0,0.0,2024,7,16,Tuesday,3
2024-07-17,19400,2024-07-17 00:00:00,14,1.0,2024,7,17,Wednesday,3
2024-07-18,19100,2024-07-18 00:00:00,00,1.0,2024,7,18,Thursday,3
2024-07-18,19100,2024-07-18 00:00:00,15,1.0,2024,7,18,Thursday,3
2024-07-19,25800,2024-07-19 00:00:00,19,1.0,2024,7,19,Friday,3
2024-07-20,27300,2024-07-20 00:00:00,02,1.0,2024,7,20,Saturday,3
2024-07-20,27300,2024-07-20 00:00:00,14,1.0,2024,7,20,Saturday,3
2024-07-21,22100,0,0,0.0,2024,7,21,Sunday,3
2024-07-22,20900,2024-07-22 00:00:00,21,1.0,2024,7,22,Monday,3
2024-07-23,22500,0,0,0.0,2024,7,23,Tuesday,3
2024-07-24,18300,2024-07-24 00:00:00,11,1.0,2024,7,24,Wednesday,3
2024-07-25,17700,2024-07-25 00:00:00,15,1.0,2024,7,25,Thursday,3
2024-07-26,23500,0,0,0.0,2024,7,26,Friday,3
2024-07-27,28600,0,0,0.0,2024,7,27,Saturday,3
2024-07-28,22700,0,0,0.0,2024,7,28,Sunday,3
2024-07-29,18300,0,0,0.0,2024,7,29,Monday,3
2024-07-30,19900,2024-07-30 00:00:00,09,2.0,2024,7,30,Tuesday,3
2024-07-30,19900,2024-07-30 00:00:00,13,1.0,2024,7,30,Tuesday,3
2024-07-31,20500,2024-07-31 00:00:00,16,1.0,2024,7,31,Wednesday,3
2024-07-31,20500,2024-07-31 00:00:00,22,1.0,2024,7,31,Wednesday,3
2024-08-01,21500,2024-08-01 00:00:00,22,1.0,2024,8,1,Thursday,3
2024-08-02,24800,2024-08-02 00:00:00,08,1.0,2024,8,2,Friday,3
2024-08-02,24800,2024-08-02 00:00:00,11,1.0,2024,8,2,Friday,3
2024-08-03,29500,2024-08-03 00:00:00,02,1.0,2024,8,3,Saturday,3
2024-08-04,21000,0,0,0.0,2024,8,4,Sunday,3
2024-08-05,16400,0,0,0.0,2024,8,5,Monday,3
2024-08-06,19800,2024-08-06 00:00:00,11,1.0,2024,8,6,Tuesday,3
2024-08-06,19800,2024-08-06 00:00:00,14,1.0,2024,8,6,Tuesday,3
2024-08-07,21300,2024-08-07 00:00:00,15,1.0,2024,8,7,Wednesday,3
2024-08-07,21300,2024-08-07 00:00:00,22,1.0,2024,8,7,Wednesday,3
2024-08-08,20300,2024-08-08 00:00:00,19,1.0,2024,8,8,Thursday,3
2024-08-08,20300,2024-08-08 00:00:00,23,1.0,2024,8,8,Thursday,3
2024-08-09,23500,2024-08-09 00:00:00,18,1.0,2024,8,9,Friday,3
2024-08-10,26300,2024-08-10 00:00:00,00,1.0,2024,8,10,Saturday,3
2024-08-11,20300,0,0,0.0,2024,8,11,Sunday,3
2024-08-12,18300,2024-08-12 00:00:00,10,1.0,2024,8,12,Monday,3
2024-08-13,17800,0,0,0.0,2024,8,13,Tuesday,3
2024-08-14,19300,2024-08-14 00:00:00,16,1.0,2024,8,14,Wednesday,3
2024-08-15,21400,2024-08-15 00:00:00,13,1.0,2024,8,15,Thursday,3
2024-08-15,21400,2024-08-15 00:00:00,14,1.0,2024,8,15,Thursday,3
2024-08-16,26200,2024-08-16 00:00:00,09,1.0,2024,8,16,Friday,3
2024-08-16,26200,2024-08-16 00:00:00,11,1.0,2024,8,16,Friday,3
2024-08-16,26200,2024-08-16 00:00:00,23,1.0,2024,8,16,Friday,3
2024-08-17,27000,0,0,0.0,2024,8,17,Saturday,3
2024-08-18,24800,0,0,0.0,2024,8,18,Sunday,3
2024-08-19,18600,0,0,0.0,2024,8,19,Monday,3
2024-08-20,20400,2024-08-20 00:00:00,18,1.0,2024,8,20,Tuesday,3
2024-08-21,19900,2024-08-21 00:00:00,15,1.0,2024,8,21,Wednesday,3
2024-08-21,19900,2024-08-21 00:00:00,16,1.0,2024,8,21,Wednesday,3
2024-08-21,19900,2024-08-21 00:00:00,17,1.0,2024,8,21,Wednesday,3
2024-08-22,19100,2024-08-22 00:00:00,08,1.0,2024,8,22,Thursday,3
2024-08-23,24100,2024-08-23 00:00:00,08,1.0,2024,8,23,Friday,3
2024-08-23,24100,2024-08-23 00:00:00,12,1.0,2024,8,23,Friday,3
2024-08-23,24100,2024-08-23 00:00:00,19,1.0,2024,8,23,Friday,3
2024-08-24,26700,0,0,0.0,2024,8,24,Saturday,3
2024-08-25,23200,2024-08-25 00:00:00,21,1.0,2024,8,25,Sunday,3
2024-08-26,20400,0,0,0.0,2024,8,26,Monday,3
2024-08-27,21700,2024-08-27 00:00:00,15,2.0,2024,8,27,Tuesday,3
2024-08-28,21800,0,0,0.0,2024,8,28,Wednesday,3
2024-08-29,22900,2024-08-29 00:00:00,08,1.0,2024,8,29,Thursday,3
2024-08-29,22900,2024-08-29 00:00:00,11,1.0,2024,8,29,Thursday,3
2024-08-29,22900,2024-08-29 00:00:00,16,1.0,2024,8,29,Thursday,3
2024-08-30,25100,2024-08-30 00:00:00,12,1.0,2024,8,30,Friday,3
2024-08-30,25100,2024-08-30 00:00:00,13,1.0,2024,8,30,Friday,3
2024-08-30,25100,2024-08-30 00:00:00,15,1.0,2024,8,30,Friday,3
2024-08-31,26600,0,0,0.0,2024,8,31,Saturday,3
2024-09-01,24800,0,0,0.0,2024,9,1,Sunday,3
2024-09-02,18500,0,0,0.0,2024,9,2,Monday,3
2024-09-03,19500,0,0,0.0,2024,9,3,Tuesday,3
2024-09-04,19300,2024-09-04 00:00:00,12,1.0,2024,9,4,Wednesday,3
2024-09-04,19300,2024-09-04 00:00:00,18,1.0,2024,9,4,Wednesday,3
2024-09-05,20700,0,0,0.0,2024,9,5,Thursday,3
2024-09-06,28200,2024-09-06 00:00:00,16,1.0,2024,9,6,Friday,3
2024-09-07,28500,2024-09-07 00:00:00,03,1.0,2024,9,7,Saturday,3
2024-09-07,28500,2024-09-07 00:00:00,10,1.0,2024,9,7,Saturday,3
2024-09-07,28500,2024-09-07 00:00:00,11,1.0,2024,9,7,Saturday,3
2024-09-08,21900,0,0,0.0,2024,9,8,Sunday,3
2024-09-09,20000,0,0,0.0,2024,9,9,Monday,3
2024-09-10,19700,2024-09-10 00:00:00,08,1.0,2024,9,10,Tuesday,3
2024-09-10,19700,2024-09-10 00:00:00,14,1.0,2024,9,10,Tuesday,3
2024-09-11,21200,0,0,0.0,2024,9,11,Wednesday,3
2024-09-12,22800,2024-09-12 00:00:00,00,2.0,2024,9,12,Thursday,3
2024-09-12,22800,2024-09-12 00:00:00,14,1.0,2024,9,12,Thursday,3
2024-09-13,25700,2024-09-13 00:00:00,08,1.0,2024,9,13,Friday,3
2024-09-14,28300,0,0,0.0,2024,9,14,Saturday,3
2024-09-15,25500,2024-09-15 00:00:00,18,1.0,2024,9,15,Sunday,3
2024-09-15,25500,2024-09-15 00:00:00,21,1.0,2024,9,15,Sunday,3
2024-09-16,19700,0,0,0.0,2024,9,16,Monday,3
2024-09-17,21400,2024-09-17 00:00:00,11,1.0,2024,9,17,Tuesday,3
2024-09-18,22100,2024-09-18 00:00:00,09,1.0,2024,9,18,Wednesday,3
2024-09-19,21800,2024-09-19 00:00:00,20,1.0,2024,9,19,Thursday,3
2024-09-20,24000,2024-09-20 00:00:00,07,1.0,2024,9,20,Friday,3
2024-09-21,22700,0,0,0.0,2024,9,21,Saturday,3
2024-09-22,16000,2024-09-22 00:00:00,00,1.0,2024,9,22,Sunday,3
2024-09-22,16000,2024-09-22 00:00:00,02,1.0,2024,9,22,Sunday,3
2024-09-23,19600,0,0,0.0,2024,9,23,Monday,3
2024-09-24,20700,2024-09-24 00:00:00,14,1.0,2024,9,24,Tuesday,3
2024-09-24,20700,2024-09-24 00:00:00,15,1.0,2024,9,24,Tuesday,3
2024-09-25,22300,2024-09-25 00:00:00,16,1.0,2024,9,25,Wednesday,3
2024-09-26,23200,2024-09-26 00:00:00,19,1.0,2024,9,26,Thursday,3
2024-09-27,26700,0,0,0.0,2024,9,27,Friday,3
2024-09-28,29400,0,0,0.0,2024,9,28,Saturday,3
2024-09-29,23200,2024-09-29 00:00:00,17,1.0,2024,9,29,Sunday,3
2024-09-30,18300,2024-09-30 00:00:00,12,1.0,2024,9,30,Monday,3
2024-09-30,18300,2024-09-30 00:00:00,13,1.0,2024,9,30,Monday,3
2024-10-01,20000,2024-10-01 00:00:00,14,1.0,2024,10,1,Tuesday,4
2024-10-02,21000,0,0,0.0,2024,10,2,Wednesday,4
2024-10-03,21200,2024-10-03 00:00:00,13,1.0,2024,10,3,Thursday,4
2024-10-03,21200,2024-10-03 00:00:00,20,1.0,2024,10,3,Thursday,4
2024-10-04,23600,2024-10-04 00:00:00,10,1.0,2024,10,4,Friday,4
2024-10-05,24700,0,0,0.0,2024,10,5,Saturday,4
2024-10-06,24100,2024-10-06 00:00:00,00,1.0,2024,10,6,Sunday,4
2024-10-06,24100,2024-10-06 00:00:00,10,1.0,2024,10,6,Sunday,4
2024-10-07,18800,2024-10-07 00:00:00,16,1.0,2024,10,7,Monday,4
2024-10-07,18800,2024-10-07 00:00:00,17,1.0,2024,10,7,Monday,4
2024-10-08,15700,2024-10-08 00:00:00,20,1.0,2024,10,8,Tuesday,4
2024-10-09,20600,2024-10-09 00:00:00,16,1.0,2024,10,9,Wednesday,4
2024-10-09,20600,2024-10-09 00:00:00,19,1.0,2024,10,9,Wednesday,4
2024-10-10,22000,2024-10-10 00:00:00,17,1.0,2024,10,10,Thursday,4
2024-10-10,22000,2024-10-10 00:00:00,19,1.0,2024,10,10,Thursday,4
2024-10-11,24400,2024-10-11 00:00:00,09,1.0,2024,10,11,Friday,4
2024-10-11,24400,2024-10-11 00:00:00,18,1.0,2024,10,11,Friday,4
2024-10-12,26600,0,0,0.0,2024,10,12,Saturday,4
2024-10-13,23900,0,0,0.0,2024,10,13,Sunday,4
2024-10-14,18700,0,0,0.0,2024,10,14,Monday,4
2024-10-15,19500,0,0,0.0,2024,10,15,Tuesday,4
2024-10-16,20600,2024-10-16 00:00:00,15,1.0,2024,10,16,Wednesday,4
2024-10-17,20400,0,0,0.0,2024,10,17,Thursday,4
2024-10-18,17100,2024-10-18 00:00:00,13,1.0,2024,10,18,Friday,4
2024-10-19,20600,0,0,0.0,2024,10,19,Saturday,4
2024-10-20,16900,0,0,0.0,2024,10,20,Sunday,4
2024-10-21,16600,2024-10-21 00:00:00,10,1.0,2024,10,21,Monday,4
2024-10-22,18400,2024-10-22 00:00:00,15,1.0,2024,10,22,Tuesday,4
2024-10-22,18400,2024-10-22 00:00:00,16,1.0,2024,10,22,Tuesday,4
2024-10-23,18600,0,0,0.0,2024,10,23,Wednesday,4
2024-10-24,20100,2024-10-24 00:00:00,15,1.0,2024,10,24,Thursday,4
2024-10-25,20200,0,0,0.0,2024,10,25,Friday,4
2024-10-26,22300,2024-10-26 00:00:00,02,1.0,2024,10,26,Saturday,4
2024-10-27,22600,0,0,0.0,2024,10,27,Sunday,4
2024-10-28,18000,0,0,0.0,2024,10,28,Monday,4
2024-10-29,16600,2024-10-29 00:00:00,15,1.0,2024,10,29,Tuesday,4
2024-10-29,16600,2024-10-29 00:00:00,19,1.0,2024,10,29,Tuesday,4
2024-10-30,13600,2024-10-30 00:00:00,16,1.0,2024,10,30,Wednesday,4
2024-10-31,17500,0,0,0.0,2024,10,31,Thursday,4
2024-11-01,19000,0,0,0.0,2024,11,1,Friday,4
2024-11-02,19500,2024-11-02 00:00:00,21,1.0,2024,11,2,Saturday,4
2024-11-02,19500,2024-11-02 00:00:00,23,1.0,2024,11,2,Saturday,4
2024-11-03,12700,0,0,0.0,2024,11,3,Sunday,4
2024-11-04,11600,0,0,0.0,2024,11,4,Monday,4
2024-11-05,12500,2024-11-05 00:00:00,12,1.0,2024,11,5,Tuesday,4
2024-11-06,3900,0,0,0.0,2024,11,6,Wednesday,4
2024-11-07,5700,0,0,0.0,2024,11,7,Thursday,4
2024-11-08,3400,0,0,0.0,2024,11,8,Friday,4
2024-11-09,7700,0,0,0.0,2024,11,9,Saturday,4
2024-11-10,11000,0,0,0.0,2024,11,10,Sunday,4
2024-11-11,12600,0,0,0.0,2024,11,11,Monday,4
2024-11-12,13400,0,0,0.0,2024,11,12,Tuesday,4
2024-11-13,14400,2024-11-13 00:00:00,20,1.0,2024,11,13,Wednesday,4
2024-11-14,15100,0,0,0.0,2024,11,14,Thursday,4
2024-11-15,16400,2024-11-15 00:00:00,08,1.0,2024,11,15,Friday,4
2024-11-16,15500,2024-11-16 00:00:00,02,1.0,2024,11,16,Saturday,4
2024-11-17,17100,0,0,0.0,2024,11,17,Sunday,4
2024-11-18,13300,0,0,0.0,2024,11,18,Monday,4
2024-11-19,11500,2024-11-19 00:00:00,12,1.0,2024,11,19,Tuesday,4
2024-11-20,13300,2024-11-20 00:00:00,06,1.0,2024,11,20,Wednesday,4
2024-11-21,14300,2024-11-21 00:00:00,06,1.0,2024,11,21,Thursday,4
2024-11-22,16000,0,0,0.0,2024,11,22,Friday,4
2024-11-23,16000,0,0,0.0,2024,11,23,Saturday,4
2024-11-24,11100,0,0,0.0,2024,11,24,Sunday,4
2024-11-25,10900,2024-11-25 00:00:00,13,1.0,2024,11,25,Monday,4
2024-11-26,11000,0,0,0.0,2024,11,26,Tuesday,4
2024-11-27,7700,0,0,0.0,2024,11,27,Wednesday,4
2024-11-28,6100,2024-11-28 00:00:00,09,1.0,2024,11,28,Thursday,4
2024-11-29,10100,0,0,0.0,2024,11,29,Friday,4
2024-11-30,11900,0,0,0.0,2024,11,30,Saturday,4
2024-12-01,10200,0,0,0.0,2024,12,1,Sunday,4
2024-12-02,16300,2024-12-02 00:00:00,16,1.0,2024,12,2,Monday,4
2024-12-03,13600,2024-12-03 00:00:00,13,1.0,2024,12,3,Tuesday,4
2024-12-03,13600,2024-12-03 00:00:00,15,1.0,2024,12,3,Tuesday,4
2024-12-04,13200,2024-12-04 00:00:00,15,1.0,2024,12,4,Wednesday,4
2024-12-05,13100,0,0,0.0,2024,12,5,Thursday,4
2024-12-06,14200,0,0,0.0,2024,12,6,Friday,4
2024-12-07,18500,0,0,0.0,2024,12,7,Saturday,4
2024-12-08,10900,2024-12-08 00:00:00,00,1.0,2024,12,8,Sunday,4
2024-12-09,8300,2024-12-09 00:00:00,06,1.0,2024,12,9,Monday,4
2024-12-10,6700,2024-12-10 00:00:00,18,1.0,2024,12,10,Tuesday,4
2024-12-11,10900,0,0,0.0,2024,12,11,Wednesday,4
2024-12-12,12700,2024-12-12 00:00:00,08,1.0,2024,12,12,Thursday,4
2024-12-13,13300,0,0,0.0,2024,12,13,Friday,4
2024-12-14,14400,0,0,0.0,2024,12,14,Saturday,4
2024-12-15,14800,0,0,0.0,2024,12,15,Sunday,4
2024-12-16,10600,2024-12-16 00:00:00,10,1.0,2024,12,16,Monday,4
2024-12-16,10600,2024-12-16 00:00:00,13,1.0,2024,12,16,Monday,4
2024-12-17,10900,2024-12-17 00:00:00,18,1.0,2024,12,17,Tuesday,4
2024-12-18,11400,0,0,0.0,2024,12,18,Wednesday,4
2024-12-19,12300,2024-12-19 00:00:00,17,1.0,2024,12,19,Thursday,4
2024-12-20,13800,0,0,0.0,2024,12,20,Friday,4
2024-12-21,13000,0,0,0.0,2024,12,21,Saturday,4
2024-12-22,11100,0,0,0.0,2024,12,22,Sunday,4
2024-12-23,10800,0,0,0.0,2024,12,23,Monday,4
2024-12-24,9700,0,0,0.0,2024,12,24,Tuesday,4
2024-12-25,5700,0,0,0.0,2024,12,25,Wednesday,4
2024-12-26,9300,0,0,0.0,2024,12,26,Thursday,4
2024-12-27,10800,2024-12-27 00:00:00,15,1.0,2024,12,27,Friday,4
2024-12-28,11100,0,0,0.0,2024,12,28,Saturday,4
2024-12-29,11100,0,0,0.0,2024,12,29,Sunday,4
2024-12-30,9500,2024-12-30 00:00:00,16,1.0,2024,12,30,Monday,4
2024-12-31,11100,2024-12-31 00:00:00,02,1.0,2024,12,31,Tuesday,4
2024-12-31,11100,2024-12-31 00:00:00,21,1.0,2024,12,31,Tuesday,4
