id,drcog_id,latitude,longitude,crashdate,crashtime,city,countyname,agencyid,agencydetl,agencycode,crashtype,drcogctype,numbkilled,numbinjurd,privpropty,publicland,totlnmtrst,secndcrash,constrzone,schoolzone,onroad,rfintsctrd,drcoglocat,intofstdis,intfstdisu,intofstdir,milepoint,highwaynam,intsthghwy,statehwy,othrroadwy,mioffstdis,miofstdisu,mioffstdir,location,lnposition,harmevscd1,harmevscd2,harmevscd3,harmevscd4,harmevsmst,roadcntgrd,roaddescrp,apovrtktrn,lightngcon,rdconditin,weatherco1,weatherco2,highwaynum,numlnsblkd,rdcntrcurv,ttlvehicle,wildanimal,crashformv,city_street,rrcrossing,roadsurfac,roadcontur,drcog_hp,drcogsvrty,drcogttlpi,drcogttlmi,drcogttlsi,drcogttlk,drcogocc,drcogoccpi,drcogoccmi,drcogoccsi,drcogoccki,drcognm,drcognmpi,drcognmmi,drcognmsi,drcognmk,drcog_vru,drcogmodes,drcogsctr,drcogmoto,drcogped,drcogbike,drcogvehcl,TU1_vmov,TU1_dir,TU1_dacts,TU1_cfacts,TU1_rspeed,TUx_vmov,TUx_dir,TUx_dacts,TUx_cfacts,nm_dir,nm_actions,nm_cfacts,drcogcheck,cdot_flag,drcog_flag,Quarter,day_of_week,hour
142110,2021-27689,39.74005353,-104.98612991,2021-07-31,2026-04-19 00:47:00,DENVER,DENVER,DPD,3/651S, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,COLFAX AVE E,LINCOLN ST,COLFAX AVE E & LINCOLN ST,0.0,At the intersection, ,298.5, ,0,1,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,40,0,,2.0,,DR2447, , ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,North,"Failure to obey traffic signs, signals, or officer",No apparent contributing factor,1.0,Y, ,3,Saturday,00
143653,2021-28537,39.74005353,-104.98612991,2021-08-03,2026-04-19 22:13:00,DENVER,DENVER,DPD,3/663E, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,COLFAX AVE E,LINCOLN ST,COLFAX AVE E & LINCOLN ST,0.0,At the intersection, ,297.02, ,0,1,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Unlighted,Wet,Rain,,40,0,,1.0,,DR2447, , ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making left turn,East,No contributing action,No apparent contributing factor,30.0,,,,,East,No contributing action,No apparent contributing factor,1.0,Y, ,3,Tuesday,22
146811,2021-30247,39.75766275,-104.99856014,2021-08-18,2026-04-19 22:31:00,DENVER,DENVER,DPD,3/612, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,20TH ST,CHESTNUT ST,20TH ST & CHESTNUT ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,0, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,0,,,Collision with Non-Motorist:Pedestrian,0,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,0.0,0,0,1.0,,DR2447,CHEST, ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,Signaling violation,Other factor,East,"Failure to obey traffic signs, signals, or officer",Unknown,1.0, ,Y,3,Wednesday,22
148621,2021-31121,39.72921353,-104.93944992,2021-07-24,2026-04-19 13:02:00,DENVER,DENVER,DPD,2/CRT51, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,ALBION ST N,8TH AVE E,ALBION ST N & 8TH AVE E,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Cloudy,, ,0,,1.0,,DR3447,8THAV, ,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making left turn,North,No contributing action,Looked/did not see,25.0,,,,,South,Other,No apparent contributing factor,1.0,Y, ,3,Saturday,13
149986,2021-31907,39.74676353,-104.99183991,2021-08-23,2026-04-19 21:16:00,DENVER,DENVER,DPD,2 632A, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,17TH ST,STOUT ST,17TH ST & STOUT ST,25.0,Feet,W,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,, ,0,,1.0,,DR2447,STOUT, ,Concrete,Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,No contributing action,Unknown,1.0,Y, ,3,Monday,21
149994,2021-31914,39.77287352,-104.94053992,2021-06-22,2026-04-19 21:00:00,DENVER,DENVER,DPD,3/252D, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,N COLORADO BLVD,E 40TH AVE,N COLORADO BLVD & E 40TH AVE,0.0,At the intersection, ,8.38, ,0,1,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,2,0,,2.0,,DR2447, , ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Other,West,No contributing action,No apparent contributing factor,West,Cross/enter at intersection,Unknown,1.0,Y, ,2,Tuesday,21
150015,2021-31934,39.74839439,-105.00340369,2021-09-03,2026-04-19 15:26:00,DENVER,DENVER,DPD,2/631B, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,SPEER BLVD N,BLAKE ST,SPEER BLVD N & BLAKE ST,15.0,Feet,W,0.0, ,0,0,0,0.0,0, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,0,,,Collision with Non-Motorist:Pedestrian,0,At Intersection,Not Applicable,Daylight,Dry,Clear,,0.0,0,0,1.0,,DR2447,BLAKE, ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,Northwest,No contributing action,No apparent contributing factor,Northwest,No contributing action,No apparent contributing factor,1.0, ,Y,3,Friday,15
152381,2021-33181,39.78431352,-104.88298993,2021-09-08,2026-04-19 14:12:00,DENVER,DENVER,DPD,1/599A, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,48TH AVE E,CENTRAL PARK BLVD N,48TH AVE E & CENTRAL PARK BLVD N,10.0,Feet,W,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,2.0,,DR2447,CENTR, ,Blacktop (Bituminous),Straight On-Level,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making right turn,East,Failed to yield row,No apparent contributing factor,25.0,,,,,West,No contributing action,Unknown,1.0,Y, ,3,Wednesday,14
154535,2021-34281,39.69987278,-104.90713775,2021-09-15,2026-04-19 09:40:00,DENVER,DENVER,DPD,1/324A, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,LEETSDALE DR,7000 BLK E,LEETSDALE DR & 7000 BLK E,0.0,At the intersection, ,0.0, ,0,1,0,0.0,0, ,Ran off right side, ,Collision with Non-Motorist:Pedestrian,0,,,Collision with Non-Motorist:Pedestrian,0,Non-intersection,Not Applicable,Daylight,Dry,Clear,,0.0,0,0,1.0,,DR2447, , ,Concrete,Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Other,West,Careless driving,Aggressive driving,35.0,,,,,East,No contributing action,Unknown,1.0, ,Y,3,Wednesday,09
154851,2021-34477,39.77229353,-104.97453991,2021-09-05,2026-04-19 16:52:00,DENVER,DENVER,DPD,2/231E, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,WYNKOOP ST,38TH ST,WYNKOOP ST & 38TH ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,2.0,,DR2447,38THS, ,Blacktop (Bituminous),Straight On-Level,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,,North,No contributing action,No apparent contributing factor,North,Cross/enter not at intersection,No apparent contributing factor,1.0,Y, ,3,Sunday,16
155619,2021-34921,39.74828353,-104.99862991,2021-08-18,2026-04-19 07:28:00,DENVER,DENVER,DPD,1/CRT11, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,LARIMER ST,15TH ST,LARIMER ST & 15TH ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,Straight,1.0,,DR3447,15THS, ,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,Failure to yield right-of-way,Aggressive,1.0,Y, ,3,Wednesday,07
155856,2021-35077,39.71836353,-104.98916991,2021-09-21,2026-04-19 07:57:00,DENVER,DENVER,DPD,1/379D, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,1ST AVE W,ACOMA ST N,1ST AVE W & ACOMA ST N,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447,ACOMA, ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,North,Cross/enter not at intersection,No apparent contributing factor,1.0,Y, ,3,Tuesday,07
155878,2021-35099,39.74090353,-104.98899991,2021-09-21,2026-04-19 15:57:00,DENVER,DENVER,DPD,2/632F, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,15TH ST,CLEVELAND PL,15TH ST & CLEVELAND PL,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447,CLEVE, ,Blacktop (Bituminous),Straight On-Level,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,"Disabled vehicle related (working on, pushing, leaving/approaching)",Looked/did not see,1.0,Y, ,3,Tuesday,15
156298,2021-35355,39.74246353,-105.00013991,2021-09-21,2026-04-19 10:55:00,DENVER,DENVER,DPD,1-179A, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,ST FRANCIS WY,SPEER BLVD N,ST FRANCIS WY & SPEER BLVD N,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447,SPEER, ,Concrete,Straight On-Grade,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making right turn,East,Careless driving,Aggressive driving,30.0,,,,,West,No contributing action,Unknown,1.0,Y, ,3,Tuesday,10
159024,2021-36675,39.76556353,-104.98450991,2021-08-25,2026-04-19 09:26:00,DENVER,DENVER,DPD,1/CRT24, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,BRIGHTON BLVD N,31ST AVE E,BRIGHTON BLVD N & 31ST AVE E,30.0,Feet,S,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,, ,0,,1.0,,DR3447,31STA, ,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making right turn,South,Failed to yield row,Looked/did not see,30.0,,,,,South,No contributing action,Looked/did not see,1.0,Y, ,3,Wednesday,09
159031,2021-36682,39.74164353,-104.96966991,2021-08-01,2026-04-19 12:53:00,DENVER,DENVER,DPD,1-CRT64, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,HUMBOLDT ST N,16TH AVE E,HUMBOLDT ST N & 16TH AVE E,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,4,Straight,1.0,,DR3447,16THA, ,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,South,Disregard stop sign,Driver unfamiliar with area,30.0,,,,,East,No contributing action,No apparent contributing factor,1.0,Y, ,3,Sunday,12
159038,2021-36689,39.74945353,-104.95974992,2021-08-26,2026-04-19 17:22:00,DENVER,DENVER,DPD,2/CRT54, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,YORK ST N,22ND AVE E,YORK ST N & 22ND AVE E,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway,N02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,,Dry,Clear,, ,1,Straight,1.0,,DR3447,22NDA, ,,,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making left turn,East,Failed to yield row,Looked/did not see,25.0,,,,,South,No contributing action,No apparent contributing factor,1.0,Y, ,3,Thursday,17
159700,2021-37060,39.76449985,-104.97080606,2021-09-29,2026-04-19 08:45:00,DENVER,DENVER,DPD,1/213S, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,BRUCE RANDOLPH AVE E,LAFAYETTE ST N,BRUCE RANDOLPH AVE E & LAFAYETTE ST N,5.0,Feet,E,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Non-intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447,LAFAY, ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,East,No contributing action,No apparent contributing factor,35.0,,,,,South,No contributing action,No apparent contributing factor,1.0,Y, ,3,Wednesday,08
160258,2021-37391,39.75144353,-104.98579991,2021-09-01,2026-04-19 07:11:00,DENVER,DENVER,DPD,1/CRT13, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,STOUT ST,22ND ST,STOUT ST & 22ND ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,Straight,1.0,,DR3447,22NDS, ,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,East,Disregard stop sign,No apparent contributing factor,30.0,,,,,South,No contributing action,No apparent contributing factor,1.0,Y, ,3,Wednesday,07
161064,2021-37790,39.75145353,-104.98580991,2021-07-22,2026-04-19 20:11:00,DENVER,DENVER,DPD,3/650C,1,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,800 BLK 22ND ST,STOUT ST,800 BLK 22ND ST & STOUT ST,70.0,Feet,W,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Alley Related,Not Applicable,Dawn or Dusk,Dry,Clear,, ,0,,2.0,,DR2447,STOUT, ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,South,Improper passing,Unknown,1.0,Y, ,3,Thursday,20
161632,2021-38004,39.74084353,-104.98736991,2021-09-18,2026-04-19 01:30:00,DENVER,DENVER,DPD,2/632S,3,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,N BROADWAY ST,CHEYENNE PL,N BROADWAY ST & CHEYENNE PL,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,, ,0,,1.0,,DR2447,CHEYE, ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,South,Other,No apparent contributing factor,1.0,Y, ,3,Saturday,01
164043,2021-39342,39.74000353,-104.97646991,2021-10-18,2026-04-19 17:13:00,DENVER,DENVER,DPD,3/663S, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,E COLFAX AVE,N EMERSON ST,E COLFAX AVE & N EMERSON ST,50.0,Feet,W,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447, , ,Blacktop (Bituminous),Straight On-Level,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,Unknown,No apparent contributing factor,East,Improper passing,No apparent contributing factor,1.0,Y, ,4,Monday,17
164910,2021-39746,39.73999353,-104.96536992,2021-10-23,2026-04-19 10:10:00,DENVER,DENVER,DPD,1/621S, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,E COLFAX AVE,N HIGH ST,E COLFAX AVE & N HIGH ST,250.0,Feet,W,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,Crossover Related,Not Applicable,Daylight,Dry,Rain,, ,0,,2.0,,DR2447, , ,Concrete,Straight On-Level,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,West,No contributing action,No apparent contributing factor,West,Cross/enter not at intersection,Illness/medical,1.0,Y, ,4,Saturday,10
166078,2021-40364,39.73601353,-104.98105991,2021-09-10,2026-04-19 14:51:00,DENVER,DENVER,DPD,02/642B,1,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,N PENNSYLVANIA ST,12TH AVE,N PENNSYLVANIA ST & 12TH AVE,140.0,Feet,N,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,Collision with Other Vehicle:Parked Motor Vehicle,,,Collision with Non-Motorist:Pedestrian,,Non-intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,3.0,,DR2447,12THA, ,Blacktop (Bituminous),Straight On-Grade,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,2.0,Going straight,South,Unknown,Unknown,30.0,Parked,South,Unknown,Unknown,East,Other,Unknown,1.0,Y, ,3,Friday,14
166088,2021-40374,39.74005353,-104.98737991,2021-09-19,2026-04-19 00:47:00,DENVER,DENVER,DPD,3/661D, ,Pedestrian,Pedestrian,0,2,0,0,0.0,0,0,0,W COLFAX AVE,N BROADWAY ST,W COLFAX AVE & N BROADWAY ST,0.0,At the intersection, ,297.02, ,0,1,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,Collision with Non-Motorist:Pedestrian,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,40,0,,1.0,,DR2447, , ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making left turn,South,Careless driving,Other factor,35.0,,,,,North; North,Other; Other,No apparent contributing factor; Unknown,1.0,Y, ,3,Sunday,00
166586,2021-40700,39.7546194,-104.97694981,2021-09-26,2026-04-19 17:50:00,DENVER,DENVER,DPD,2/232S,1,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,E 26TH AVE,N CLARKSON ST,E 26TH AVE & N CLARKSON ST,5.0,Feet,W,0.0, ,0,0,0,0.0,0, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,0,,,Collision with Non-Motorist:Pedestrian,0,At Intersection,Not Applicable,Daylight,Dry,Clear,,0.0,0,0,1.0,,DR2447,CLARK, ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Passing,West,Improper passing on the right,Aggressive driving,30.0,,,,,West,Other,No apparent contributing factor,1.0, ,Y,3,Sunday,17
167350,2021-41036,39.72563353,-104.98742991,2021-10-29,2026-04-19 12:39:00,DENVER,DENVER,DPD,2/331A, ,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,W 6TH AVE,N BROADWAY ST,W 6TH AVE & N BROADWAY ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,, ,0,,1.0,,DR2447,BROAD, ,Concrete,Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Other,North,Unknown,No apparent contributing factor,North,"Failure to obey traffic signs, signals, or officer",Looked/did not see,1.0,Y, ,4,Friday,12
167383,2021-41069,39.75083353,-104.98139991,2021-10-28,2026-04-19 21:31:00,DENVER,DENVER,DPD,3/651J,2,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,GLENARM PL,PARK AVE,GLENARM PL & PARK AVE,5.0,Feet,N,0.0, ,0,0,0,0.0,, ,On-roadway, ,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,, ,0,,2.0,,DR2447,PARKA, ,Blacktop (Bituminous),Straight On-Level,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,"Disabled vehicle related (working on, pushing, leaving/approaching)",No apparent contributing factor,1.0,Y, ,4,Thursday,21
167613,2021-41199,39.75507353,-104.98808991,2021-09-22,2026-04-19 21:04:00,DENVER,DENVER,DPD,2/CRT62, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,PARK AVE W,LAWRENCE ST,PARK AVE W & LAWRENCE ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0,, ,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,, ,1,Straight,1.0,,DR3447,LAWRE, ,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making left turn,West,No contributing action,No apparent contributing factor,30.0,,,,,East,Other,Inexperience,1.0,Y, ,3,Wednesday,21
169579,2021-42203,39.70021353,-104.90820993,2021-11-09,2026-04-19 09:00:00,DENVER,DENVER,DPD,1-CRT31,2,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,LEETSDALE DR,ONEIDA ST S,LEETSDALE DR & ONEIDA ST S,0.0,At the intersection, ,75.178, ,0,1,0,0.0,At the milepoint, ,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Downhill,At Intersection,Not Applicable,Daylight,Dry,Clear,,83,1,Straight,1.0,,DR3447, , ,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,,,,,,Going straight,East,No contributing action,Unknown,East,"Traveling along roadway against traffic (in or adjacent to travel lane); Failure to obey traffic signs, signals, or officer",Looked/did not see,1.0,Y, ,4,Tuesday,09
